,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
5250,5250,RT @mention #seenatsxsw2011 Best thing seen at #sxsw so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,iPad,No emotion toward brand or product,RT Best thing seen at so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,NEU,1,NEU,0.6042712330818176
5251,5251,RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,,Positive emotion,RT Tools on the cheap: google analytics+excel+buzzmetrics. Also Radian6 and Altimeter.,POS,2,NEU,0.8275428414344788
5252,5252,RT @mention #Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} via @mention #SXSW,,No emotion toward brand or product,RT Is Too Important For To Screw Up With A Big Launch Circus {link} via,NEU,1,NEG,0.9361175894737244
5253,5253,RT @mention #Startups: Free Premium Service on your 1st Job Post {link} #Lean #LeanUX #LeanStartup #SXSW #SXSWi #Launch #Startup #Founders,,No emotion toward brand or product,RT Free Premium Service on your 1st Job Post {link},NEU,1,NEU,0.517937421798706
5254,5254,RT @mention #SxSW - &quot;Pre and Post iPad - The Death of Flash&quot; - {link},,No emotion toward brand or product,RT - &quot;Pre and Post iPad - The Death of Flash&quot; - {link},NEU,1,NEU,0.7201638221740723
5255,5255,RT @mention #SXSW - Google Maps on Mobile devices from the VP - {link},,No emotion toward brand or product,RT - Google Maps on Mobile devices from the VP - {link},NEU,1,NEU,0.9043024778366089
5256,5256,"RT @mention #sxsw @mention #devops: @mention (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",,No emotion toward brand or product,"RT (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",NEU,1,NEG,0.8664265275001526
5257,5257,"RT @mention #sxsw @mention #devops: @mention &quot;Our providers: Cloudkick (monitor), PagerDuty (paging), DNSMadeEasy, Postmark, EC2, Azure, Google",,No emotion toward brand or product,"RT &quot;Our providers: Cloudkick (monitor), PagerDuty (paging), DNSMadeEasy, Postmark, EC2, Azure, Google",NEU,1,POS,0.6521876454353333
5259,5259,RT @mention #sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public,,No emotion toward brand or product,RT das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public,NEU,1,NEG,0.8943448066711426
5260,5260,RT @mention #sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  {link},,No emotion toward brand or product,RT in her 80s splendor dancin to the spazzmatics at ACLU google ! {link},NEU,1,POS,0.5282478332519531
5261,5261,RT @mention #SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,,No emotion toward brand or product,RT Interactive session. Your Mom has an iPad: Designing for Boomers,NEU,1,NEU,0.7450345158576965
5262,5262,"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,Positive emotion,"RT omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things",POS,2,NEU,0.8513208031654358
5263,5263,RT @mention #sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  {link},,No emotion toward brand or product,RT rocks the casbah at for digital rights {link},NEU,1,NEU,0.8732110857963562
5264,5264,RT @mention #SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,Other Google product or service,Positive emotion,RT talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,POS,2,POS,0.9873019456863403
5265,5265,"RT @mention #SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link}",,No emotion toward brand or product,RT Check out Designing iPad Interfaces - New Navigation Schemas at SXSW. {link},NEU,1,NEU,0.6584933996200562
5266,5266,RT @mention #SXSW #apple store just sold their last #ipad,,No emotion toward brand or product,RT store just sold their last,NEU,1,NEU,0.9402401447296143
5267,5267,RT @mention #SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.,,Positive emotion,RT Analytics 101: Google Analytics is a standard to use.,POS,2,NEU,0.6817898154258728
5268,5268,RT @mention #sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,,No emotion toward brand or product,RT Join me SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,NEU,1,POS,0.72084641456604
5269,5269,RT @mention #sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,Negative emotion,RT reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,NEG,0,NEU,0.8489768505096436
5270,5270,"RT @mention #sxsw #dvsg &quot;Best chance to disrupt Visa &amp; Master Card are Facebook, Apple (via customers) &amp; mobile carriers (via NFC).&quot;",,No emotion toward brand or product,"RT &quot;Best chance to disrupt Visa &amp; Master Card are Facebook, Apple (via customers) &amp; mobile carriers (via NFC).&quot;",NEU,1,NEU,0.7076035737991333
5271,5271,RT @mention #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,Apple,Positive emotion,RT &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,POS,2,POS,0.9913420081138611
5272,5272,RT @mention #sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,Apple,Negative emotion,RT &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,NEG,0,NEG,0.9679189324378967
5273,5273,RT @mention #sxsw #geogames #android if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.,Android,Positive emotion,RT if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.,POS,2,POS,0.9476618766784668
5274,5274,RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},,Positive emotion,RT Stand rocks! Canadian Social Media for at its best {link},POS,2,POS,0.9920796751976013
5275,5275,RT @mention #sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,,No emotion toward brand or product,RT Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,NEU,1,NEU,0.6733519434928894
5276,5276,RT @mention #sxsw #letshookup @mention &quot;We want to be the Google of nonprofits.&quot;,,No emotion toward brand or product,RT &quot;We want to be the Google of nonprofits.&quot;,NEU,1,NEU,0.5246680974960327
5277,5277,RT @mention #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800,,No emotion toward brand or product,RT 4 finding an 4G (black case) in the back of Austin Yellow - dropped off 3:30 today - call 512-457-8800,NEU,1,NEU,0.9626002907752991
5278,5278,RT @mention #SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,,Positive emotion,RT Matt Damon upstairs at the Google party Maggie Maes 6th st,POS,2,NEU,0.963032603263855
5279,5279,RT @mention #SXSW 20% of Google searches are for local info: Marissa Mayer. 6 million places claimed by owners and logged by #Google,,No emotion toward brand or product,RT 20% of Google searches are for local info: Marissa Mayer. 6 million places claimed by owners and logged by,NEU,1,NEU,0.9587920904159546
5280,5280,RT @mention #SXSW 20% of Google searches are for local information: Marissa Mayer. 6 million places claimed by their owners and logged by #Google,,No emotion toward brand or product,RT 20% of Google searches are for local information: Marissa Mayer. 6 million places claimed by their owners and logged by,NEU,1,NEU,0.9611629247665405
5281,5281,RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention,Google,Negative emotion,RT 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via,NEG,0,NEG,0.9618779420852661
5282,5282,RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,,No emotion toward brand or product,RT a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,NEU,1,NEU,0.7302377820014954
5283,5283,RT @mention #sxsw app schedule #fail try sched.org - google: sched sxsw 2011 click first link. All the unofficial parties and room counts. Genius.,,No emotion toward brand or product,RT app schedule try sched.org - google: sched sxsw 2011 click first link. All the unofficial parties and room counts. Genius.,NEU,1,NEU,0.9720672369003296
5284,5284,RT @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,iPad or iPhone App,Positive emotion,RT beta testing interactive book for iPad app by Moonbot studios out of Louisiana. Cool app.,POS,2,POS,0.9360352754592896
5285,5285,RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,,Positive emotion,RT bound! Keep an eye out I may give away an case at ATX after we land!,POS,2,NEU,0.5162127017974854
5286,5286,"RT @mention #SXSW Come see Bitbop in Austin #gdgtaustin at the PureVolume House
504 Trinity on Monday, March 14th {link}",,No emotion toward brand or product,"RT Come see Bitbop in Austin at the PureVolume House 504 Trinity on Monday, March 14th {link}",NEU,1,NEU,0.9251636862754822
5287,5287,RT @mention #SXSW crowd swarms for #iPad2 launch {link} via @mention #SXSW2011 #apple,,No emotion toward brand or product,RT crowd swarms for launch {link} via,NEU,1,NEU,0.9536075592041016
5288,5288,RT @mention #SXSW crowd swarms for iPad 2 launch {link} via @mention,,No emotion toward brand or product,RT crowd swarms for iPad 2 launch {link} via,NEU,1,NEU,0.6600905656814575
5289,5289,RT @mention #SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes {link},,No emotion toward brand or product,RT FREE App Festival Explorer helps you find the bands you want to see based on your music tastes {link},NEU,1,NEU,0.6272969841957092
5290,5290,"RT @mention #SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",,No emotion toward brand or product,"RT gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",NEU,1,POS,0.9156204462051392
5291,5291,"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  {link} via @mention",Android App,Positive emotion,"RT Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more. {link} via",POS,2,POS,0.9016700387001038
5292,5292,"RT @mention #SXSW GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry.  Download it at {link}",,No emotion toward brand or product,"RT GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry. Download it at {link}",NEU,1,NEU,0.5066521167755127
5293,5293,RT @mention #SXSW Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help #Japan {link},,No emotion toward brand or product,RT Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help {link},NEU,1,NEU,0.7557453513145447
5294,5294,RT @mention #SXSW Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help Japan @mention Speakeasy {link} #photo,,No emotion toward brand or product,RT Google party: League of Extraordinary H4ackers promoting txt Redcross to 90999 to help Japan Speakeasy {link},NEU,1,NEU,0.720676839351654
5295,5295,"RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link}",,No emotion toward brand or product,"RT Google to Launch Major New Social Network Called Circles, Possibly Today by {link}",NEU,1,NEU,0.7668551802635193
5296,5296,"RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention",,No emotion toward brand or product,"RT Google to Launch Major New Social Network Called Circles, Possibly Today by {link} via",NEU,1,NEU,0.769726037979126
